epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,590.503,1.10638,2.34354,0.8754,0.35724,0.89701,0.43353,0.33798,0.92297,1.88824,0.80037,0.000472297,0.000472297,0.000472297
2,1151.78,0.71945,1.21259,0.81315,0.71735,0.79729,0.81902,0.72839,0.5074,0.95999,0.78031,0.000929847,0.000929847,0.000929847
